Country_Code,Country,Year,Series,Value
62,South-central Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",47
62,South-central Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",210
62,South-central Asia,2010,Life expectancy at birth for both sexes (years),66.9
62,South-central Asia,2010,Life expectancy at birth for males (years),65.1
62,South-central Asia,2010,Life expectancy at birth for females (years),68.9
62,South-central Asia,2015,Population annual rate of increase (percent),1.2
62,South-central Asia,2015,Total fertility rate (children per women),2.5
62,South-central Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",37.6
62,South-central Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",160
62,South-central Asia,2015,Life expectancy at birth for both sexes (years),69.3
62,South-central Asia,2015,Life expectancy at birth for males (years),67.6
62,South-central Asia,2015,Life expectancy at birth for females (years),71.1
62,South-central Asia,2020,Population annual rate of increase (percent),1.1
62,South-central Asia,2020,Total fertility rate (children per women),2.3
62,South-central Asia,2020,"Infant mortality for both sexes (per 1,000 live births)",30.4
62,South-central Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",129
62,South-central Asia,2020,Life expectancy at birth for both sexes (years),69.8
62,South-central Asia,2020,Life expectancy at birth for males (years),68
62,South-central Asia,2020,Life expectancy at birth for females (years),71.8
62,South-central Asia,2022,Population annual rate of increase (percent),0.9
62,South-central Asia,2022,Total fertility rate (children per women),2.2
62,South-central Asia,2022,"Infant mortality for both sexes (per 1,000 live births)",29.4
62,South-central Asia,2022,Life expectancy at birth for both sexes (years),68.3
62,South-central Asia,2022,Life expectancy at birth for males (years),66.5
62,South-central Asia,2022,Life expectancy at birth for females (years),70.2
35,South-eastern Asia,2010,Population annual rate of increase (percent),1.2
35,South-eastern Asia,2010,Total fertility rate (children per women),2.4
35,South-eastern Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",26.4
35,South-eastern Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",168
35,South-eastern Asia,2010,Life expectancy at birth for both sexes (years),70.3
35,South-eastern Asia,2010,Life expectancy at birth for males (years),67.7
35,South-eastern Asia,2010,Life expectancy at birth for females (years),72.9
35,South-eastern Asia,2015,Population annual rate of increase (percent),1.1
35,South-eastern Asia,2015,Total fertility rate (children per women),2.3
35,South-eastern Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",22.6
35,South-eastern Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",148
35,South-eastern Asia,2015,Life expectancy at birth for both sexes (years),71.4
35,South-eastern Asia,2015,Life expectancy at birth for males (years),68.7
35,South-eastern Asia,2015,Life expectancy at birth for females (years),74.1
35,South-eastern Asia,2020,Population annual rate of increase (percent),0.9
35,South-eastern Asia,2020,Total fertility rate (children per women),2.2
35,South-eastern Asia,2020,"Infant mortality for both sexes (per 1,000 live births)",19.8
35,South-eastern Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",134
35,South-eastern Asia,2020,Life expectancy at birth for both sexes (years),71.7
35,South-eastern Asia,2020,Life expectancy at birth for males (years),68.9
35,South-eastern Asia,2020,Life expectancy at birth for females (years),74.5
35,South-eastern Asia,2022,Population annual rate of increase (percent),0.8
35,South-eastern Asia,2022,Total fertility rate (children per women),2.1
35,South-eastern Asia,2022,"Infant mortality for both sexes (per 1,000 live births)",18.6
35,South-eastern Asia,2022,Life expectancy at birth for both sexes (years),71.4
35,South-eastern Asia,2022,Life expectancy at birth for males (years),68.7
35,South-eastern Asia,2022,Life expectancy at birth for females (years),74.3
34,Southern Asia,2010,Population annual rate of increase (percent),1.5
34,Southern Asia,2010,Total fertility rate (children per women),2.7
34,Southern Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",47.8
34,Southern Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",217
34,Southern Asia,2010,Life expectancy at birth for both sexes (years),66.9
34,Southern Asia,2010,Life expectancy at birth for males (years),65.1
34,Southern Asia,2010,Life expectancy at birth for females (years),68.8
34,Southern Asia,2015,Population annual rate of increase (percent),1.2
34,Southern Asia,2015,Total fertility rate (children per women),2.5
34,Southern Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",38.4
34,Southern Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",166
34,Southern Asia,2015,Life expectancy at birth for both sexes (years),69.3
34,Southern Asia,2015,Life expectancy at birth for males (years),67.6
34,Southern Asia,2015,Life expectancy at birth for females (years),71
34,Southern Asia,2020,Population annual rate of increase (percent),1.1
34,Southern Asia,2020,Total fertility rate (children per women),2.3
34,Southern Asia,2020,"Infant mortality for both sexes (per 1,000 live births)",31.2
34,Southern Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",134
34,Southern Asia,2020,Life expectancy at birth for both sexes (years),69.8
34,Southern Asia,2020,Life expectancy at birth for males (years),68.1
34,Southern Asia,2020,Life expectancy at birth for females (years),71.8
34,Southern Asia,2022,Population annual rate of increase (percent),0.9
34,Southern Asia,2022,Total fertility rate (children per women),2.2
34,Southern Asia,2022,"Infant mortality for both sexes (per 1,000 live births)",30.1
34,Southern Asia,2022,Life expectancy at birth for both sexes (years),68.2
34,Southern Asia,2022,Life expectancy at birth for males (years),66.4
34,Southern Asia,2022,Life expectancy at birth for females (years),70.1
145,Western Asia,2010,Population annual rate of increase (percent),2.2
145,Western Asia,2010,Total fertility rate (children per women),3
145,Western Asia,2010,"Infant mortality for both sexes (per 1,000 live births)",21.9
145,Western Asia,2010,"Maternal mortality ratio (deaths per 100,000 population)",61
145,Western Asia,2010,Life expectancy at birth for both sexes (years),73.2
145,Western Asia,2010,Life expectancy at birth for males (years),70.5
145,Western Asia,2010,Life expectancy at birth for females (years),75.9
145,Western Asia,2015,Population annual rate of increase (percent),1.9
145,Western Asia,2015,Total fertility rate (children per women),2.9
145,Western Asia,2015,"Infant mortality for both sexes (per 1,000 live births)",20.3
145,Western Asia,2015,"Maternal mortality ratio (deaths per 100,000 population)",62
145,Western Asia,2015,Life expectancy at birth for both sexes (years),73.6
145,Western Asia,2015,Life expectancy at birth for males (years),70.9
145,Western Asia,2015,Life expectancy at birth for females (years),76.4
145,Western Asia,2020,Population annual rate of increase (percent),0.9
145,Western Asia,2020,Total fertility rate (children per women),2.6
145,Western Asia,2020,"Infant mortality for both sexes (per 1,000 live births)",18.3
145,Western Asia,2020,"Maternal mortality ratio (deaths per 100,000 population)",63
145,Western Asia,2020,Life expectancy at birth for both sexes (years),73.1
145,Western Asia,2020,Life expectancy at birth for males (years),70.5
145,Western Asia,2020,Life expectancy at birth for females (years),76
145,Western Asia,2022,Population annual rate of increase (percent),1.5
145,Western Asia,2022,Total fertility rate (children per women),2.6
145,Western Asia,2022,"Infant mortality for both sexes (per 1,000 live births)",17.6
145,Western Asia,2022,Life expectancy at birth for both sexes (years),74.6
145,Western Asia,2022,Life expectancy at birth for males (years),72
145,Western Asia,2022,Life expectancy at birth for females (years),77.4
150,Europe,2010,Population annual rate of increase (percent),0.2
150,Europe,2010,Total fertility rate (children per women),1.6
150,Europe,2010,"Infant mortality for both sexes (per 1,000 live births)",5.3
150,Europe,2010,"Maternal mortality ratio (deaths per 100,000 population)",10
150,Europe,2010,Life expectancy at birth for both sexes (years),76.5
150,Europe,2010,Life expectancy at birth for males (years),72.8
150,Europe,2010,Life expectancy at birth for females (years),80.2
150,Europe,2015,Population annual rate of increase (percent),0.2
150,Europe,2015,Total fertility rate (children per women),1.6
150,Europe,2015,"Infant mortality for both sexes (per 1,000 live births)",4.5
150,Europe,2015,"Maternal mortality ratio (deaths per 100,000 population)",8
150,Europe,2015,Life expectancy at birth for both sexes (years),78
150,Europe,2015,Life expectancy at birth for males (years),74.6
150,Europe,2015,Life expectancy at birth for females (years),81.3
150,Europe,2020,Population annual rate of increase (percent),-0.1
150,Europe,2020,Total fertility rate (children per women),1.5
150,Europe,2020,"Infant mortality for both sexes (per 1,000 live births)",3.6
150,Europe,2020,"Maternal mortality ratio (deaths per 100,000 population)",8
150,Europe,2020,Life expectancy at birth for both sexes (years),77.7
150,Europe,2020,Life expectancy at birth for males (years),74.4
150,Europe,2020,Life expectancy at birth for females (years),81.1
150,Europe,2022,Population annual rate of increase (percent),-0.3
150,Europe,2022,Total fertility rate (children per women),1.5
150,Europe,2022,"Infant mortality for both sexes (per 1,000 live births)",3.5
150,Europe,2022,Life expectancy at birth for both sexes (years),77.4
150,Europe,2022,Life expectancy at birth for males (years),74
150,Europe,2022,Life expectancy at birth for females (years),80.8
151,Eastern Europe,2010,Population annual rate of increase (percent),-0.1
151,Eastern Europe,2010,Total fertility rate (children per women),1.5
151,Eastern Europe,2010,"Infant mortality for both sexes (per 1,000 live births)",7.5
151,Eastern Europe,2010,"Maternal mortality ratio (deaths per 100,000 population)",14
151,Eastern Europe,2010,Life expectancy at birth for both sexes (years),71.4
151,Eastern Europe,2010,Life expectancy at birth for males (years),66.3
151,Eastern Europe,2010,Life expectancy at birth for females (years),76.5
151,Eastern Europe,2015,Population annual rate of increase (percent),0
151,Eastern Europe,2015,Total fertility rate (children per women),1.7
151,Eastern Europe,2015,"Infant mortality for both sexes (per 1,000 live births)",5.8
151,Eastern Europe,2015,"Maternal mortality ratio (deaths per 100,000 population)",9
151,Eastern Europe,2015,Life expectancy at birth for both sexes (years),73.6
151,Eastern Europe,2015,Life expectancy at birth for males (years),68.8
